"1","가담 노을길","횡성읍내 가담리 꽃길을 걸을수 있는 가담노을길","1.2","1시간","전천교","강원도 횡성군 횡성읍 수류암로 383","강원도 횡성군 횡성읍 입석리 110-2","하수종말처리장 건너편","강원도 횡성군 횡성읍 수류암로 335","강원도 횡성군 횡성읍 가담리 534","가담리 뚝방길","033-340-2546","횡성군청 관광개발계","2019-06-10","37.48210533","127.9804803","4260000","강원도 횡성군"
"14","갈맷길 5코스 5-1구간","오밀조밀한 해안길, 흑백사진 같은 어촌마을과 골목길을 거닐다보면 먼 바다의 어느 외딴 섬에 와 있는 듯한 호젓함마저 느껴진다. 부산의 현관에 해당하는 가덕도는 최근에 거가대교 덕분에 유명세를 타게 되었다. 천혜의 비경을 간직한 해안선과 마치 동남 아시아 정글을 방불케 할 만큼 보존 상태가 양호한 천연 숲을 간직하고 있다.","22","6시간","낙동강하굿독","부산광역시 사하구 하신번영로 286","부산광역시 사하구 하단동 1204","천가교","부산광역시 강서구 가덕해안로2번길 2","부산광역시 강서구 성북동 5-11","낙동강하굿둑-명지오션시티-신호대교-르노삼성자동차 부산공장-천가교","051-970-2372","부산광역시 강서구청","2019-05-07","35.10649804","128.9587786","3360000","부산광역시 강서구"
"15","갈맷길 5코스 5-2구간","오밀조밀한 해안길, 흑백사진 같은 어촌마을과 골목길을 거닐다보면 먼 바다의 어느 외딴 섬에 와 있는 듯한 호젓함마저 느껴진다. 부산의 현관에 해당하는 가덕도는 최근에 거가대교 덕분에 유명세를 타게 되었다. 천혜의 비경을 간직한 해안선과 마치 동남 아시아 정글을 방불케 할 만큼 보존 상태가 양호한 천연 숲을 간직하고 있다.","20.1","7시간","천가교","부산광역시 강서구 가덕해안로2번길 9","부산광역시 강서구 성북동 5-11","천가교","부산광역시 강서구 가덕해안로2번길 2","부산광역시 강서구 성북동 5-11","천가교-연대봉-대항선착장-어음포-동선방조제-정거생태마을-천가교","051-970-2372","부산광역시 강서구청","2019-05-07","35.06562522","128.834937","3360000","부산광역시 강서구"
"16","갈맷길 8-2 구간","민락교 ~ 연제구 경계","4","1시간","민락교","부산광역시 수영구 민락수변로","","연제구 경계","부산광역시 수영구 좌수영로","","민락교 ~ 연제구 경계","051-610-4792","부산광역시 수영구","2019-06-25","35.15628513","129.1348306","3380000","부산광역시 수영구"
"17","갈맷길(1코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","33.6","10","임랑해수욕장","부산광역시 기장군 장안읍 임랑해안길 15","부산광역시 기장군 장안읍 임랑리 145-1","문탠로드","부산광역시 해운대구 달맞이길 65번길 120","부산광역시 해운대구 중동 991-6","임랑해수욕장→일광해수욕장→기장군청→대변항→해동용궁사→송정해수욕장→문탠로드","051-888-1322","부산광역시청","2019-08-31","35.31638838","129.2620513","6260000","부산광역시"
"18","갈맷길(2코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","18.3","6","문탠로드","부산광역시 해운대구 달맞이길 65번길 120","부산광역시 해운대구 중동 991-6","오륙도유람선선착장","","부산광역시 남구 용호동 산196-10","문탠로드→해운대해수욕장→동백섬→민락교→광안리해수욕장→오륙도유람선선착장","051-888-1322","부산광역시청","2019-08-31","35.15758825","129.1768421","6260000","부산광역시"
"19","갈맷길(3코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","37.3","13","오륙도유람선선착장","","부산광역시 남구 용호동 산 196-10","동삼혁신지구(아미르공원)","","부산광역시 영도구 동삼동 1165","오륙도유람선선착장→UN기념공원→부산진시장→부산역→국제시장→자갈치시장→남항대교→절영해안산책로→태종대→동삼혁신도시","051-888-1322","부산광역시청","2019-08-31","35.1004072","129.1239202","6260000","부산광역시"
"20","갈맷길(4-1구간)","감천문화마을 탐방","2.5","0.8","장군산(서구경계)","부산광역시 사하구 감천동351-4","부산광역시 사하구 감천동351-4번지","감천항","부산광역시 사하구 감천동759-14","부산광역시 사하구 감천동759-14","장군산(서구경계)→왕신슈퍼→감천삼거리→감천항","051-220-4125","부산광역시 사하구청","2020-01-17","35.08022092","129.0073817","3340000","부산광역시 사하구"
"21","갈맷길(4-2구간)","두송반도 몰운대 탐방","12.5","5","감천항","부산광역시 사하구 감천동759-14","부산광역시 사하구 감천동759-14","몰운대","부산광역시 사하구 몰운대1길 67","부산광역시 사하구 다대동 산144","감천항→두송반도→몰운대","051-220-4125","부산광역시 사하구청","2020-01-17","35.08402701","128.9984676","3340000","부산광역시 사하구"
"22","갈맷길(4-3구간)","다대포해수욕장 탐방","10.8","4","몰운대","부산광역시 사하구 몰운대1길 67","부산광역시 사하구 다대동 산144","낙동강하굿둑","부산광역시 사하구 하단동1163번지","부산광역시 사하구 하단동1163번지","몰운대→다대포해수욕장→응봉봉수대→낙동강하굿둑","051-220-4125","부산광역시 사하구청","2020-01-17","35.04465545","128.9696351","3340000","부산광역시 사하구"
"23","갈맷길(4코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","36.3","13","남항대교","부산광역시 영도구 절영로 163","부산광역시 영도구 영선동4가 186-47","낙동강하굿둑","","부산광역시 사하구 하단동 1163","남항대교→송도해수욕장→암남공원→감천항→두송반도 전망대→몰운대→다대포해수욕장→낙동강하굿둑","051-888-1322","부산광역시청","2019-08-31","35.08151885","129.0412581","6260000","부산광역시"
"24","갈맷길(5-1구간)","을숙도 탐방","2","0.5","낙동강하구둣","부산광역시 사하구 하단동1163번지","부산광역시 사하구 하단동1163번지","을숙도(강서구경계)","부산광역시 사하구 하단동1153-1","부산광역시 사하구 하단동1153-1","낙동강하구둣→을숙도(강서구경계)","051-220-4125","부산광역시 사하구청","2020-01-17","35.10652636","128.9574721","3340000","부산광역시 사하구"
"25","갈맷길(5코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","42.1","13","낙동강하굿둑","","부산광역시 사하구 하단동 1163","천가교","","부산광역시 강서구 성북동 5-11","낙동강하굿둑→명지오션시티→르노삼성자동차→천가교→연대봉→동선방조제→정거생태마을→천가교","051-888-1322","부산광역시청","2019-08-31","35.10652636","128.9574721","6260000","부산광역시"
"26","갈맷길(6-1구간)","낙동강 탐방","13.2","4","낙동강하굿둑","부산광역시 사하구 하신번영로380번길 88(하단동)","부산광역시 사하구 하단동 502-1","구포역","부산광역시 북구 낙동대로 1697","부산광역시 북구 구포동 1157","낙동강하굿둑→낙동강 사문화마당→삼락생태공원→삼락IC→북구청 제방→구포역","051-309-4934","부산광역시 북구청","2020-02-12","35.11106731","128.959989","3320000","부산광역시 북구"
"27","갈맷길(6-1구간)","노을나루 탐방","1.5","0.5","낙동강하구둣","부산광역시 사하구 하단동1163번지","부산광역시 사하구 하단동1163번지","강변대로(사상구경계)","부산광역시 사하구 하단동1162번지","부산광역시 사하구 하단동1162번지","낙동강하구둣→강변대로(사상구경계)","051-220-4125","부산광역시 사하구청","2020-01-17","35.10652636","128.9574721","3340000","부산광역시 사하구"
"28","갈맷길(6-2구간)","구포역 일대 탐방","23","7","구포역","부산광역시 북구 낙동대로 1697","부산광역시 북구 구포동 1157","성지곡수원지","부산광역시 부산진구 성지로 159","부산광역시 부산진구 초읍동 291-1","구포역→구포현대APT→백양터널→운수사→선암사→성지곡수원지","051-309-4934","부산광역시 북구청","2020-02-12","35.20667122","128.9964141","3320000","부산광역시 북구"
"29","갈맷길(6-3구간)","화명생태공원 탐방","11.3","7","구포역","부산광역시 북구 낙동대로 1697","부산광역시 북구 구포동 1157","금정산성 동문","부산광역시 금정구 산성로 510","부산광역시 금정구 금성동 713-2","구포역(6-1종점)→화명생태공원→화명운동장→화명수목원→금정산성 서문→금정산성동문(7-2시점)","051-309-4934","부산광역시 북구청","2020-02-12","35.20667122","128.9964141","3320000","부산광역시 북구"
"30","갈맷길(6코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","47.5","15","낙동강하굿둑","","부산광역시 사하구 하단동 1163","동문","","부산광역시 금정구 금성동 산41-13","낙동강하굿둑→삼락생태공원→구포역→운수사→성지곡수원지→구포역→화명생태공원→금정산성 동문","051-888-1322","부산광역시청","2019-08-31","35.10652636","128.9574721","6260000","부산광역시"
"31","갈맷길(7-1구간)","금정산성 탐방","9.3","2","성지곡수원지","부산광역시 부산진구 성지로 159","부산광역시 부산진구 초읍동 291-1","금정산성 동문","부산광역시 금정구 산성로 510","부산광역시 금정구 금성동 713-2","성지곡수원지→만남의 숲→만덕고개→금정산성 남문→금정산성 동문","051-309-4934","부산광역시 북구청","2020-02-12","35.18185373","129.0473122","3320000","부산광역시 북구"
"32","갈맷길(7코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","22.3","9","성지곡수원지(어린이대공원)","부산광역시 부산진구 새싹로 295","부산광역시 부산진구 초읍동 43","상현마을","","부산광역시 금정구 선동 308","성지곡수원지→남문→동문→범어사→스포원파크→상현마을","051-888-1322","부산광역시청","2019-08-31","35.18250584","129.0466919","6260000","부산광역시"
"33","갈맷길(8코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","17.2","5","상현마을","","부산광역시 금정구 선동 308","민락교","","부산광역시 해운대구 우동 1428","상현마을→오륜대→동천교→좌수영교→민락교","051-888-1322","부산광역시청","2019-08-31","35.26624202","129.1128849","6260000","부산광역시"
"34","갈맷길(9코스)","부산시 전역에 걸쳐 해안길, 숲길, 강변길, 도심길로 구성된 사포지향 부산의 매력을 만끽할 수 있는 걷기 좋은 탐방로","20.5","6","상현마을","","부산광역시 금정구 선동 308","기장군청","부산광역시 기장군 기장대로 560","부산광역시 기장군 기장읍 청강리 1","상현마을→장전마을→이곡마을→모연정→기장군청","051-888-1322","부산광역시청","2019-08-31","35.26624202","129.1128849","6260000","부산광역시"
"35","갈맷길1-2중 일부","송정해수욕장~구덕포~문탠로드","4.6","3시간","송정해수욕장","부산광역시 해운대구 송정중앙로8번길","부산광역시 해운대구 송정동712-2","문탠로드","부산광역시 해운대구 달맞이길120","부산광역시 해운대구 중동991-23","송정해수욕장→구덕포→문탠로드","051-749-4124","해운대구 소통협력과","2019-05-10","35.18102597","129.2005164","3330000","부산광역시 해운대구"
"36","갈맷길2-1","문탠로드~해운대 해수욕장~동백섬(누리마루)~민락교","5.7","2시간","문탠로드","부산광역시 해운대구 달맞이길120","부산광역시 해운대구 중동991-23","민락교","부산광역시 해운대구 해운대해변로 30","부산광역시 해운대구 우동1399-1","문탠로드→해운대 해수욕장→동백섬(누리마루)→민락교","051-749-4124","해운대구 소통협력과","2019-05-10","35.15744898","129.1755655","3330000","부산광역시 해운대구"
"37","갈맷길3-3구간","해안가로 길을 재촉하면 해안을 깎아 세운 듯한 절벽과 기암괴석으로 이루어져 있어 굽이치는 파도와 더불어 절경을 이루는 절영해안산책로와 태종대가 있다. 절영해안산책로를 따라 걸으면 남항대교를 배경으로 바다를 가득 메우고 있는 각종 선박, 그리고 기암절벽이 절경을 어우러져 해양 수도 부산만의 독특한 풍광을 자랑한다. 또한 절영해안산책로 위로도 해안로 따라 데크길이 이어져 어린자녀와 손을 잡고 걷기도 좋다. 모자이크벽화 타일, 피아노계단, 출렁다리, 대마도 전망대 등 아기자기한 볼거리가 지역의 명물로 자리 잡고 있으며, 맑은 날이면, 대마도를 볼 수 있는 전망대 등이 있어 지역 주민들과 많은 도보 여행가들의 사랑을 받고 있다.","13.7","4","절영해안산책로","부산광역시 영도구 해안산책길 52","","아미르공원","부산광역시 영도구 해양로301번길 45","","절영해안산책로 ～ 중리산책로 ∼ 감지해변산책로 ∼ 태종대 ∼ 아미르공원","051-419-4154","영도구청","2019-08-26","35.08114479","129.0412093","3280000","부산광역시 영도구"
"38","갈맷길6-1구간","낙동강변과 삼락생태공원을 거닐며 자연과 더불어 도심 전경을 즐길 수 있는 길","10.4","2시간","강변대로(사하구 경계)","부산광역시 사상구 엄궁동 658","부산광역시 사상구 엄궁동 658","낙동제방","부산광역시 사상구 삼락동 29-3","부산광역시 사상구 삼락동 29-3","강변대로→삼락생태공원(낙동강사 문화마당)→나들교→삼락오토캠핑장→낙동제방","051-310-4124","부산광역시 사상구청","2019-09-09","35.12473155","128.9622996","3390000","부산광역시 사상구"
"39","갈맷길6-2구간","백양산 임도를 거닐며 자연과 더불어 도심 전경을 즐길 수 있는 길","10.5","2시간","백양대로(북구경계)","부산광역시 사상구 백양대로 998-1","부산광역시 사상구 모라동 1323-20","주례정","부산광역시 사상구 주례동 산 8-19","부산광역시 사상구 주례동 산 8-19","북구경계→운수천→5대대→백양산 임도 주례정","051-310-4124","부산광역시 사상구청","2019-09-09","35.19492997","128.9940584","3390000","부산광역시 사상구"
"40","갈맷길8-2","동천교(석대다리)~원동교~과정교~좌수영교~APEC 나루공원~민락교","7","2시간","동천교(석대다리)","부산광역시 해운대구 운봉길245-14","부산광역시 해운대구 반송동535-1","민락교","부산광역시 해운대구 해운대해변로 30","부산광역시 해운대구 우동1399-1","동천교(석대다리)→원동교→과정교→좌수영교→APEC 나루공원→민락교","051-749-4124","해운대구 소통협력과","2019-05-10","35.23779299","129.1408753","3330000","부산광역시 해운대구"
"41","갈산천 구곡길","아홉 굽이 공간에 성리문화를 구현하려했던 퇴계와 율곡선생을 비롯한 영남 성리학자들의 구곡원림의 한 곳","8","3시간 30분","일곡(합강)","","경상북도 봉화군 재산면 갈산리 2200","구곡(갈산정)","","경상북도 봉화군 재산면 갈산리 2018","합강→쉰담→용소목이,토골→찬물내기→곡내골,화천→무너무→새골→선바위→갈천정","054-679-6343","경상북도 봉화군청","2019-11-12","36.86547769","128.9516511","5240000","경상북도 봉화군"
"42","감동벼룻길","11-1구간","3.7","1시간30분","용담체련공원","전라북도 진안군 용담면 송풍리 1182-3","전라북도 진안군 용담면 송풍리 1182-3","감동","전라북도 진안군 용담면 감동길 51-9","전라북도 진안군 용담면 송풍리 115-2","용담체련공원-섬바위-감동","063-433-5191","전라북도 진안군","2019-05-28","35.95303885","127.5231091","4730000","전라북도 진안군"
"43","감동벼룻길","11-1구간","3.7","1시간30분","용담체련공원","전라북도 진안군 용담면 송풍리 1182-3","전라북도 진안군 용담면 송풍리 1182-3","감동","전라북도 진안군 용담면 감동길 51-9","전라북도 진안군 용담면 송풍리 115-2","용담체련공원-섬바위-감동","063-433-5191","전라북도 진안군","2019-05-28","35.95303885","127.5231091","4730000","전라북도 진안군"
"44","감악산물맞이길(1코스)","신라 현강왕이 연수사 약수를 마시고 목욕하여 지병을 고쳤다는 영험한 물을 주제로 4개 코스로 나누어 조성되어, 체력과 성향에 따라 코스를 선택하여 다양한 문화유산과 잘 보존된 숲을 거닐면서 교감하는 즐거운 나들이길이다. 제1코스(물맞으러 가는길)는 연수사 약수물의 영험함을 테마로 하고 있으며, 신라 헌강왕(재위 875~886)은 지병과 중풍으로 고생하던중 이곳 약수를 마시고 목욕하여 병을 고쳤다고 하며, 약수의 영험함에 반해 이곳에 절을 지여 연수사라 하였다.","5.2","2시간 30분","신비의돌","경상남도 거창군 남상면 감악산로 1035-59","","물맞는약수탕","경상남도 거창군 신원면 덕산리 산13","경상남도 거창군 신원면 덕산리 산13","신비의돌→매산마을→지게길→매산저수지→과수원길→평전다리→선녀계곡→선녀탕→선녀폭포→부도→은행나무→연수사→물맞는약수탕","055-940-3762","경상남도 거창군청","2019-07-05","35.63438829","127.9011779","5470000","경상남도 거창군"
"45","감악산물맞이길(2코스)","제2코스(고행의 둘레길)는 옛날 옛적 약초캐고 나무하러 다니던 어렵고 힘든 시절을 회상하면서, 현실의 역경을 떨쳐 버리고 새로운 출발점이 되길  염원하며 걷는 길이며, 물맞이길에서 제일 긴 코스이다. 정상부근의 감악평원의 면적은 10a로서 밤낮의 기온차가 심하고 바람이 적당하게 부는 지역이라 고냉지 채소와 약초를 재배하였던 곳으로 주변의 갈대와 들국화 등 이름 모를 꽃들이 어우러져 제철에는 장관을 이룬다.","7.4","3시간","주차장","경상남도 거창군 남상면 무촌리 산305-18","경상남도 거창군 남상면 무촌리 산305-18","주차장","경상남도 거창군 남상면 무촌리 산305-18","경상남도 거창군 남상면 무촌리 산305-18","주차장→약초밭→소나무평원→참나무평원→전망대→해맞이행사장→감악평원→구절초언덕→약수대→청연마을→주차장","055-940-3762","경상남도 거창군청","2019-07-05","35.60590079","127.9175048","5470000","경상남도 거창군"
"46","감악산물맞이길(3코스)","제3코스(전망대 가는길)는 선녀폭포에서 가장 빠르게 감악산 정상으로 가는길로 전망대에서 지리산,덕유산, 가야산의 아름다운 산야를 관망하는 테마로 설정되어 있다. 등산로 초입의 선녀폭포는 칠석날이면 선녀가 내려와 선녀탕과 계곡에서 노닐다가 폭포수로 몸담장 후 천둥과 번개를 동반하여 승천하였다고 전해지고 있다.","2","1시간 30분","선녀폭포","경상남도 거창군 남상면 산305-1","경상남도 거창군 남상면 산305-1","전망대","경상남도 거창군 신원면 양지리 산125","경상남도 거창군 신원면 양지리 산125","선녀폭포→오름길→해맞이명소→전망대","055-940-3762","경상남도 거창군청","2019-07-05","35.60676643","127.9179208","5470000","경상남도 거창군"
"47","감악산물맞이길(4코스)","제4코스(심신도량 하는길)는 연수사를 중심으로 심신단련을 위한 사색과 명상의 오솔길로 조성하였으며, 연수사 경내 주변을 산책하는 코스로 경내는 약수터, 물맞는 약수탕, 은행나무(경상남도 기념물 제124호)가 있으며,  소나무 숲 오솔길에 부도의 쉼터가 있으며, 명상과 사색의 시간을 가지면서 조용한 산사에서 이름모를 새들과 산약초, 들꽃과의 교감을 할 수 있다.","1.5","40분","연수사","경상남도 거창군 남상면 연수사길 115-103","경상남도 거창군 남상면 무촌리 40-1","연수사","경상남도 거창군 남상면 연수사길 115-103","경상남도 거창군 남상면 무촌리 40-1","연수사→물맞는약수탕→부도→명상의오솔길→연수사","055-940-3762","경상남도 거창군청","2019-07-05","35.59758532","127.9192239","5470000","경상남도 거창군"
"48","감천길","청평역~상천역","6","2시간 10분","청평역","경기도 가평군 청평면 청평역로 97-33","경기도 가평군 청평면 청평리","상천역","경기도 가평군 청평면 상천역로 29","경기도 가평군 청평면 상천리 1259","청평역→폐철교생태공원→오촌교(마지기)→유답촌→상천역","031-580-2481","가평군청 산림과","2019-05-10","37.73553432","127.4266502","4160000","경기도 가평군"
"49","갓바위 소원성취길","우리나라 3대기도처중 하나인 갓바위 가는길","2","1","갓바위시설지구","","대구광역시 동구 진인동 123-26","갓바위","","경상북도 경산시 와촌면 대한리 산63","갓바위시설지구-관암사-돌계단-갓바위(관봉석조여래좌상)","053-662-4122","대구광역시 동구청","2019-06-04","35.9692539","128.726059","3420000","대구광역시 동구"
"50","강감찬10리길","강감찬10리길 1코스","3.05","46분","낙성대역 4번출구","서울특별시 관악구 남부순환로 1922","서울특별시 관악구 봉천동 1659-2","낙성대역 4번출구","서울특별시 관악구 남부순환로 1922","서울특별시 관악구 봉천동 1659-2","낙성대역(4번출구) 399m(6분)→강감찬생가터 105m(2분)→벽화길 385m(6분)→4 낙성대공원 210m(3분)→5 전통야외소극장 322m(5분)→6 서울특별시 과학전시관 326m(5분)→7 서울영어마을 관악캠프 424m(6분)→8 덕수공원 885m(13분)→9 낙성대역(4번출구)","02-879-5605","서울특별시 관악구청","2019-05-31","37.47702089","126.9626466","3200000","서울특별시 관악구"
"51","강강술래길","조선시대 전라우수영이 있었던 우수영관광지 주변에 조성한 ''''''''강강술래길''''''''은 친환경 길에 강강술래 체험마당, 울돌목 해안데크, 쉼터 등을 고루 갖춘 전국 최고의 명품 길이다. 또한 지역 공간 체험형으로 지역공동체가 고유한 지역자원 거점을 상호 연결해, 탐방객이 역사문화를 탐방하고 다양한 프로그램을 직접 체험할 수 있기도 하다. 명량대첩의 역사 현장인 울돌목과 전라우수영 성지 등 다양한 자원이 연계돼  관광자원으로의 성격이 뛰어난 만큼 명량대첩 역사 속에서 호국의 숨결을 느껴볼 수 있는 길임과 동시에 청빈한 삶을 실천한 법정 스님의 무소유 정신을 배우는 코스이기도 하다.","7.3","2시간 30분","울돌목물살체험장","전라남도 해남군 문내면 관광레저로 12","전라남도 해남군 문내면 학동리 12-36","망해루","전라남도 해남군 문내면 우수영안길 34","전라남도 해남군 문내면 선두리 258","울돌목물살체험장~울돌목해안데크~우수영관광지~강강술래전수관~우수영스호스텔~청룡산쉼터정자~충무사연리지~충무사~우수영해안데크~우수영항-법정스님생가~방죽샘~명량대첩비~우수영5일장~망해루","061-530-5329","해남군청 관광과","2019-06-12","34.57265044","126.3101429","4930000","전라남도 해남군"
